id_doc,type_of_document,states,sub_domain,domain,regulation_tariff,title,order_date,notification_date,comment_date,comments_given_on
3696,GNO,CERC,OTH,Others,ORD,"Petition under Section 79(1)(b) and 79(1)(f) of the Electricity Act, 2003 for claiming compensation on account of events pertaining to Change in Law as per Article 10 of the Power Purchase Agreement dated 23.8.2013 and Article 10 of the Addendum PPA dated 10.12.2013. Bharat Aluminium Company Limited (BALCO)",14/08/2021,14/08/2021,0000-00-00,0000-00-00
3697,GNO,CERC,OTH,Others,ORD,Interlocutory Application to rectify the arithmetical error/accidental slip which has crept in the Order dated 6.1.2020 in Petition No. 178/GT/2017 NTPC Limited,14/05/2021,15/05/2021,0000-00-00,0000-00-00
3698,GNO,CERC,"OTH,TR","Transmission, Others",ORD,"Application under Section 14 of the Electricity Act, 2003 read with Central Electricity Regulatory Commission (Procedure, Terms and Conditions for Grant of Transmission Licence and other related matters) Regulations, 2009 with respect to Transmission Licence to Bikaner-II Bhiwadi Transco Limited. Bikaner-II Bhiwadi Transco Limited",05/06/2021,05/06/2021,0000-00-00,0000-00-00
3699,GNO,CERC,OTH,Others,ORD,Application for grant of licence for Category ‘V’ inter-State trading in electricity. Saini Power Transactor,16/08/2021,16/08/2021,0000-00-00,0000-00-00
3700,GNO,CERC,"OTH,TR","Transmission, Others",ORD,Petition for revision of tariff of Ranganadi Hydro Electric Project (405 MW) for the period 1.4.2014 to 31.3.2019 after truing-up exercise North Eastern Electric Power Corporation Limited,07/06/2021,07/06/2021,0000-00-00,0000-00-00
3701,GNO,CERC,TR,Transmission,ORD,"Removal of difficulties for giving effect to certain provisions of the Central Electricity Regulatory Commission (Sharing of Inter-State Transmission Charges and Losses) Regulations, 2020. Central Transmission Utility",14/02/2021,15/02/2021,0000-00-00,0000-00-00
3702,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing-up of transmission tariff of 2014-19 period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of 2019-24 period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of 2 No. 400 kV line bays at Fatehpur 400/220 kV Sub-station under “Provision of 400 kV bays at Fatehpur for ATS under Unchahar TPS” in Northern Region. Power Grid Corporation of India Ltd",08/06/2021,08/06/2021,0000-00-00,0000-00-00
3703,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing up of transmission tariff of the 2014-19 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of 400 kV S/C Kankroli-Jodhpur Transmission Line along with associated bays under “System Strengthening Scheme in South-Western Part of Northern Grid (Part-B)” in Northern Region. Power Grid Corporation of India Ltd",08/06/2021,08/06/2021,0000-00-00,0000-00-00
3704,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and determination as well as truing up of transmission tariff from COD to 31.3.2019 for 2014-19 period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of 2019-24 period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 in respect of 400/220 kV, 500 MVA ICT-III alongwith 400 kV AIS bay and 220 kV GIS bay at Gaya Sub-station under Eastern Region Strengthening Scheme XVII- Part- B in Eastern Region. Power Grid Corporation of India Ltd",08/06/2021,09/06/2021,0000-00-00,0000-00-00
3705,MSO,CERC,"TD,TR","Transmission, Tariff",ORD,"Application under Regulation-31(6) of CERC (Terms and Conditions of Tariff) Regulations, 2014 for recovery of shortfall in energy charges due to reasons beyond control of Teesta Low Dam-III Power Station and recovery of shortfall in capacity charge under Regulation-54 & 55 due to agitation by GJMM in FY 2017-18. NHPC Limited",15/02/2021,15/02/2021,0000-00-00,0000-00-00
3706,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations 1999 and truing up of transmission tariff of the 2014-19 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for Combined Asset consisting of Asset-1: 400 kV D/C Koteshwar HEP – Koteshwar Pooling Station Circuit – I&II alongwith associated bays, Asset-2: LILO of Circuit-I of 765 kV Tehri-Meerut Line at Koteshwar Pooling Station along with associated bays, Asset-3: LILO of Circuit-II of 765 kV Tehri-Meerut Line at Koteshwar Pooling Station along with associated bays and Asset-4: 50% series compensation at Meerut (Extension) on Tehri Pooling point (Koteshwar) – Meerut 765 kV 2* S/C Lines (Charged at 400 kV) under “Transmission System associated with Koteshwar HEP” in the Northern Region. Power Grid Corporation of India Ltd",08/06/2021,09/06/2021,0000-00-00,0000-00-00
3707,GNO,CERC,"TD,TR","Transmission, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing-up of transmission tariff of the 2009-14 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2009 and truing-up of transmission tariff of the 2014-19 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff for the 2019-24 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for Combined Asset consisting of Asset-I: 400 kV D/C Twin Conductor Kanpur-Ballabgarh Transmission Line along with its Associated Bays; and Asset-II: 40% FSC at Ballabgarh on 400 kV D/C Kanpur-Ballabgarh Transmission Line covered under the Northern Region System Strengthening Scheme-IX in the Northern Region. Power Grid Corporation of India Ltd.",15/02/2021,15/02/2021,0000-00-00,0000-00-00
3708,GNO,CERC,OTH,Others,ORD,"Application under subsection (4) of section 28 of Electricity Act, 2003 and Regulation 10 of the Central Electricity Regulatory Commission (Fee and Charges of Regional Load Despatch Centre and other related matters) Regulations, 2019 for determining the WRLDC Charges for the control period 01.04.2019-31.03.2024. Western Regional Load Despatch Centre (WRLDC)",09/06/2021,09/06/2021,0000-00-00,0000-00-00
3709,GNO,CERC,"MK,OTH,PPA","Market, Others",ORD,"Petition under Section 79(1)(b) and 79(1)(k) of the Electricity Act, 2003 read with Regulations 63 and 64 of Power Market Regulations 2010 seeking intervention of this Commission for devising suitable mechanism/guidelines for participation of Thermal Power Plants without long-term Power Purchase Agreement which have implemented FGD in accordance in compliance of existing law i.e. Ministry of Environment, Forest and Climate Change Notification dated 7.12.2015 in power markets and uniformity in price discovery and level playing for sale of power on Power Exchange and Deep E-Bidding Portal during the implementation period of FGD i.e. till 2022. Sembcorp Energy India Limited",09/06/2021,0000-00-00,06/06/2021,0000-00-00
3710,GNO,CERC,"TD,TR","Transmission, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing-up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of 2019-24 tariff block in respect of Special Protection Scheme (SPS) for Northern Regional Grid Stage-II in the Northern Region. Power Grid Corporation of India Ltd.",16/02/2021,16/02/2021,0000-00-00,0000-00-00
3711,GNO,CERC,DESM,Market,ORD,"Petition seeking permission to allow interchange of infirm power including drawl of start-up power from the grid under Deviation Settlement Mechanism (DSM) beyond the prescribed period of six months from the date of first synchronization i.e beyond 9.7.2021 till declaration of commercial operation date of KAPP-3 or upto 9.1.2022, whichever is earlier. Nuclear Power Corporation of India Limited (NPCIL)",09/06/2021,09/06/2021,0000-00-00,0000-00-00
3712,GNO,CERC,"TD,TR","Transmission, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing up of transmission tariff of the 2014-19 period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019in respect of Rapp–Kota 400 kV D/C line (part of Rapp-Jaipur (South) 400 kV D/C line with one ckt LILOed at Kota) along with associated bay at Kota under “Transmission System associated with Rapp 7 and 8 Part-A”. Power Grid Corporation of India Ltd.",16/02/2021,16/02/2021,0000-00-00,0000-00-00
3713,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing-up of transmission tariff of the 2014-19 period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 in respect of Asset-A: 400 kV D/C (Quad) Vadodara-Asoj Transmission Line along with associated bays at Asoj (GETCO Sub-station), Asset-B1:400 kV Bay at Vadodara GIS for 400 kV D/C Vadodara-Asoj circuit-1, Asset-B2: 400 kV Bay at Vadodara GIS for 400 kV D/C Vadodara-Asoj circuit-2, Asset-C1: 765 kV 240 MVAR Switchable Line Reactor of circuit-I of 765 kV D/C Aurangabad-Padghe Line charged as Bus Reactor at Aurangabad Sub-station, Asset-C2:765 kV 240MVAR Switchable Line Reactor of circuit-II of 765 kV D/C Aurangabad-Padghe Line charged as Bus reactor at Aurangabad Sub-station and Asset-D: Aurangabad-Padghe 765 kV D/C Line and Padghe (Powergrid)-Padghe/Kudus (MSETCL) 400 kV D/C Quad Line alongwith associated bays and establishment of 765/400 kV 2X1500 MVA Padghe GIS Sub-station under ""System Strengthening in North/West Part of WR for IPP Projects in Chattisgarh (IPP-E)"" in Western Region. Power Grid Corporation of India Ltd.",18/02/2021,18/02/2021,0000-00-00,0000-00-00
3714,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing-up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of Asset-A1: 400/220 kV, 1X315 MVA Transformer at Mapusa ( ICT III) Sub-station along with 2 nos. 220 kV line bays, Asset-B1: 400/220 kV 1X500 MVA Transformer at Navsari Sub-station, Asset-B2(a): 1 no. 400 kV line bays at 765/400 kV Indore Sub-station, Asset-B2(b): 1 no. 400 kV line bays at 765/400 kV Indore Sub-station and Asset-B3: 2 nos. 220 kV line bays at 400/220 kV Pirana Sub-station under “Augmentation of Transformer and Bays in Western Region” . Power Grid Corporation of India Ltd.",19/02/2021,19/02/2021,0000-00-00,0000-00-00
3715,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing up of transmission tariff of 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for 400 kV D/C Meerut-Kaithal (Quad) Transmission Line along with associated bays under “Northern Region System Strengthening Scheme-XI”. Power Grid Corporation of India Ltd",09/06/2021,09/06/2021,0000-00-00,0000-00-00
3716,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing-up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of 400 kV D/C Neemrana-Sikar Transmission Line along with its associated bays under “Northern Region System Strengthening Scheme – XVII” in Northern Region. Power Grid Corporation of India Ltd",09/06/2021,09/06/2021,0000-00-00,0000-00-00
