id_doc,type_of_document,states,sub_domain,domain,regulation_tariff,title,order_date,notification_date,comment_date,comments_given_on
4045,MSO,CERC,"CB,TD,TR","Transmission, Others, Tariff","ORD,PET","Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999, truing up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of Asset-I: 01x160 MVA ICT-I along with associated bays at Daltonganj Sub-station, 1X160 MVA ICT-II along with associated bays at Daltonganj Sub-station and 2X 132 kV line bays at Daltonganj Sub-station, Asset-II: 02 Nos of 132 kV line bays at Daltonganj Sub-station under “Eastern Region Strengthening Scheme – XVII Part A (ERSS-XVII Part-A)” in Eastern Region. Power Grid Corporation of India Ltd.",01/04/2021,01/04/2021,0000-00-00,0000-00-00
4046,GNO,CERC,"OA,TR","Transmission, Market",ORD,"Petition under Section 79(1)(c) read with Section 79(1)(f) of the Electricity Act, 2003 and Regulation 32 of the Central Electricity Regulatory Commission (Grant of Connectivity, Long-term Access and Medium-term Open Access in inter-State Transmission and related matters) Regulations, 2009. ACME Phalodi Solar Energy Private Limited, ACME Raisar Solar Energy Private Limited, ACME Solar Holdings Limited",05/08/2021,05/08/2021,0000-00-00,0000-00-00
4047,MSO,CERC,TR,Transmission,"ORD,PET","Application under Section 63 of the Electricity Act, 2003 for adoption of transmission charges with respect to the transmission system being established by Vapi-II North Lakhimpur Transmission Limited. Vapi-II North Lakhimpur Transmission Limited",01/04/2021,01/04/2021,0000-00-00,0000-00-00
4048,GNO,CERC,CB,Others,ORD,"Petition for review of order dated 27.1.2021 in Petition No. 191/MP/2019 under Section 94(1)(f) of the Electricity Act, 2003 read with Regulation 103(1) of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999. North East Transmission Company Ltd.",06/08/2021,06/08/2021,0000-00-00,0000-00-00
4049,GNO,CERC,TR,Transmission,ORD,"Approval under Regulation 86 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing-up of transmission tariff of 2014-19 period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of 2019-24 period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for transmission assets under “System Strengthening-XXIII” in Southern Region. Power Grid Corporation of India Limited",12/01/2021,12/10/2021,0000-00-00,0000-00-00
4050,GNO,CERC,CB,Others,ORD,"Application under Section 94(f) of the Electricity Act, 2003 read with Regulation 103 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999, and principles of order 47 of CPC seeking review of order dated 31.1.2019 in Petition No. 2/SM/20219. Coastal Gujarat Power Limited",06/08/2021,06/08/2021,0000-00-00,0000-00-00
4051,MSO,CERC,TR,Transmission,"ORD,PET","Petition seeking approval under Section 17(3) and 17(4) of the Electricity Act, 2003 read with Article 15 of the Transmission Service Agreement dated 24.6.2015 for creation of security interest in the transmission project assets and other relevant documents of Sipat Transmission Limited in favour of the security trustee. 1. Sipat Transmission Limited 2. Catalyst Trusteeship Limited",01/04/2021,01/04/2021,0000-00-00,0000-00-00
4052,GNO,CERC,PPA,Market,ORD,"Petition under Section 79 of the Electricity Act, 2003 read with Article 16.3.1 of the Power Purchase Agreements dated 02.05.2016 executed between the Petitioner and NTPC Limited, seeking extension of the Scheduled Commissioning Date for two 70 MW solar power projects established under the National Solar Mission Phase-II, Batch-II, Tranche-I and seeking refund of the amount wrongfully and forcibly collected by NTPC Limited purportedly as liquidated damages for delay in commencement of supply of power Solaire Surya Urja Private Limited",04/08/2021,07/08/2021,0000-00-00,0000-00-00
4053,GNO,CERC,TR,Transmission,ORD,"Approval under Regulation 86 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing-up of transmission tariff of 2014-19 tariff period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of 2019-24 period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 in respect of Transmission System Associated with URI Hydroelectric Project (4x120 MW) in Northern Region. Power Grid Corporation of India Limited",14/10/2021,14/10/2021,0000-00-00,0000-00-00
4054,MSO,CERC,TR,Transmission,"ORD,PET","Application under Sections 14, 15 and 79(1)(e) of the Electricity Act, 2003 read with Central Electricity Regulatory Commission (Procedure, Terms and Conditions for Grant of Transmission Licence and other related matters) Regulations, 2009 with respect to grant of Transmission Licence to Vapi-II North Lakhimpur Transmission Limited. Vapi-II North Lakhimpur Transmission Limited",01/04/2021,01/04/2021,0000-00-00,0000-00-00
4055,MSO,CERC,"MK,OTH","Market, Others","ORD,PET",Application for revocation of inter-State trading licence granted to Jaiprakash Associates Limited. Jaiprakash Associates Limited,01/04/2021,05/04/2021,0000-00-00,0000-00-00
4056,GNO,CERC,OTH,Others,ORD,Interlocutory Application for grant of registration to establish and operate a Power Exchange. Pranurja Solutions Limited,14/10/2021,14/10/2021,0000-00-00,0000-00-00
4057,MSO,CERC,"CB,OTH,TD,TR","Transmission, Others, Tariff","ORD,PET","Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of Asset-I(a): 400 kV D/C Allahabad-Kanpur Line along with associated bays at both ends including 2X50 MVAr Line Reactor at Kanpur (excluding 2X50 MAVr line reactor at Kanpur Sub-station); Asset-I(b): 1X50 MVAr reactor at Kanpur Sub-station shifted from Mandola Sub-station under TALA HEP (Only Reactor); and Asset-I(c): 1X50 MVAr reactor at Kanpur Sub-station shifted from Kankroli Sub-station under RAPP 5&6 (only Reactor) under Northern Regional System Strengthening Scheme-XXX in Northern Region. Power Grid Corporation of India Ltd.",05/04/2021,06/04/2021,0000-00-00,0000-00-00
4058,PET,CERC,OTH,Others,ORD,"Petition under section 79(1)(f) of the Electricity Act, 2003 read with Regulation 8A of the Central Electricity Regulatory Commission (Grant of Connectivity, Long-term access and Medium-term Open Access in inter-State transmission and related matters) (Seventh Amendment) Regulations, 2019 and Regulation 111 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 seeking directions to respondent to allow transfer of LTA and Connectivity from the Petitioner to its four 100% subsidiary SPVs in accordance with Regulation 8A of the aforesaid Regulations of 2019. Inox Wind Infrastructure Services Limited (IWISL)",15/10/2021,15/10/2021,0000-00-00,0000-00-00
4059,MSO,CERC,"OTH,TR","Transmission, Others","ORD,PET","Petition seeking approval under Section 17(3) and 17(4) of the Electricity Act, 2003 read with Article 15 of the Transmission Service Agreement dated 24.6.2015 for creation of security interest in the transmission project assets and other relevant documents of Raipur- Rajnandgaon Warora Transmission Limited in favor of the security trustee. 1. Raipur-Rajnandgaon Warora Transmission Limited 2. Catalyst Trusteeship Limited",06/04/2021,06/04/2021,0000-00-00,0000-00-00
4060,MSO,CERC,"OTH,TR","Transmission, Others","ORD,PET","Petition seeking approval under Section 17(3) and 17(4) of the Electricity Act, 2003 read with Article 15 of the Transmission Service Agreement dated 24.06.2015 for creation of security interest in the transmission project assets and other relevant documents of Chhattisgarh-WR Transmission Limited in favour of the security trustee. 1. Chhattisgarh – WR Transmission Limited 2. Catalyst Trusteeship Limited",06/04/2021,06/04/2021,0000-00-00,0000-00-00
4061,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and revision of transmission tariff of 2001-04, 2004-09 and 2009-14 periods, truing up of transmission tariff of 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for 315 MVA ICT-III at Nagarjunasagar Sub-station with associated bay equipment in Southern Region. Power Grid Corporation of India Limited",27/06/2021,28/06/2021,0000-00-00,0000-00-00
4062,GNO,CERC,OTH,Others,ORD,"Petition filed under Section 79(1)(k) of the Electricity Act, 2003 and Regulation 2(1)(d) read with Regulation 27 and 111 of the Central Electricity Regulatory Commission (Conduct of Business Regulations) 1999, and Regulations 3, 7 & 14 and 15 of Central Electricity Regulatory Commission (Terms and Conditions for recognition and issuance of Renewable Energy Certificate for Renewable Energy Generation) Regulations, 2010 seeking condonation of delay in complying with the procedure for issuance of renewable energy certificates (RECs) and to direct the Respondent to issue the certificates to the Petitioner. Shri Ambalika Sugar Private Limited",16/10/2021,17/10/2021,0000-00-00,0000-00-00
4063,MSO,CERC,"OTH,TR","Transmission, Others","ORD,PET","Petition seeking approval under Section 17(3) and 17(4) of the Electricity Act, 2003 for assignment of licence by way of creation of security interest in favour of Security Trustee/Lenders and other security creating documents/financing Agreements by way of mortgage/hypothecation/assignment of rights, title, interest, claims, demands, benefits, mortgage properties, project assets, clearance, project documents, agreements, approvals and rights of Bikaner - Khetri Transmission Limited. Bikaner-Khetri Transmission Limited",06/04/2021,06/04/2021,0000-00-00,0000-00-00
4064,GNO,CERC,CB,Others,ORD,"Petition under Section 94(1) (f) of the Electricity Act, 2003 read with Regulation 17 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 seeking review of the order dated 24.2.2020 passed in Petition No. 57/AT/2020. Punjab State Power Corporation Limited",28/06/2021,28/06/2021,0000-00-00,0000-00-00
4065,MSO,CERC,OTH,Others,"ORD,PET","Petition seeking approval under Section 17(3) & 17(4) of Electricity Act 2003, for assignment of Licence by way for creation of security interest in favour of Security Trustee/ Lenders and other security creating documents/ financing agreements by way of mortgage/ hypothecation/assignment of rights, title, interest, claims, demands, benefits, mortgage properties, project assets, clearances, project documents, agreements, approvals and rights of Jam Khambaliya Transco Limited. Jam Khambaliya Transco Limited",06/04/2021,07/04/2021,0000-00-00,0000-00-00
4066,GNO,CERC,OTH,Others,ORD,"Application under Section 14 of the Electricity Act, 2003 read with the Central Electricity Regulatory Commission (Procedure, Terms and Conditions for grant of trading licence and other related matters) Regulations, 2020 for grant of inter-State trading licence in electricity. Reneurja Power LLP",28/06/2021,28/06/2021,0000-00-00,0000-00-00
4067,GNO,CERC,OTH,Others,ORD,"Application under Section 14 of the Electricity Act, 2003 read with Regulation 6 of the Central Electricity Regulatory Commission (Procedure, Terms and Conditions for grant of trading licence and other related matters) Regulations, 2020 for grant of an inter-State trading in electricity. Shubheksha Advisors Private Limited",28/06/2021,28/06/2021,0000-00-00,0000-00-00
4068,MSO,CERC,OTH,Others,"ORD,PET","Truing up application under sub-section (4) of section 28 of Electricity Act 2003 read with Regulation 8 of Central Electricity Regulatory Commission (Fees & charges of Regional Load Despatch Centre and other related matters) Regulations, 2015 for truing up of North Eastern Regional Load Despatch Centre (NERLDC) fees and charges for control period 2014-19. North Eastern Regional Load Despatch Centre (NERLDC)",05/04/2021,07/04/2021,0000-00-00,0000-00-00
4069,GNO,CERC,PPA,Market,ORD,"Petition under Section 79(1)(f) of the Electricity Act, 2003 read with Article 3.2.4 of the Supplementary Power Purchase Agreement dated 5.12.2018 and Article 17.3 of the Power Purchase Agreement dated 6.2.2007 seeking adjudication of disputes qua unilateral amendment of the approved PPA/SPPA provisions and non-payment of actual cost incurred by Adani Power (Mundra) Limited to supply power to Gujarat Urja Vikas Nigam Limited. Adani Power (Mundra) Limited",28/06/2021,28/06/2021,0000-00-00,0000-00-00
4070,MSO,CERC,OTH,Others,"ORD,PET","Petition for approval for creation of security interest under Sections 17(3) and 17(4) of Electricity Act, 2003 over Petitioner No. 1’s assets in favour of the Petitioner No. 2 for the benefit of lenders and their assignees, transferees and novatees for the purpose of Petitioner No. 1’s Transmission Project. 1. Gurgaon-Palwal Transmission Limited 2. Catalyst Trusteeship Limited",08/04/2021,08/04/2021,0000-00-00,0000-00-00
4071,GNO,CERC,CB,Others,ORD,"Review petition under Section 94(1)(f) of the Electricity Act, 2003 read with Regulation 103 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999, seeking review of order dated 21.1.2020 in Petition No. 68/MP/2017. Central Transmission Utility (CTU)",28/06/2021,28/06/2021,0000-00-00,0000-00-00
4072,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999, truing up of transmission tariff of 2014-19 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of 2019-24 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for the Combined Asset comprising of Asset-A1: 765 kV Line Bays and 3x80 MVAR line reactor at 765 kV Vadodara GIS for Vadodara-Dhule transmission line (IPTC); Asset-B1: 765 kV Line Bays and 3x80 MVAR Switchable line reactor at 765 kV Jabalpur Pooling Sub-station (for 765 kV S/C Jabalpur-Bhopal line); Asset-B2: 765 kV Line Bays and 3x80 MVAR line reactor at 765 kV Indore Sub-station (for 765 kV S/C Bhopal-Indore line); and Asset-B3: Extension of 765 kV Aurangabad Sub-station for 765 kV S/C line bay under “Line bays and Reactor Provisions at POWERGRID Sub-stations associated with System Strengthening for Western Region”. Power Grid Corporation of India Ltd.",28/06/2021,29/06/2021,0000-00-00,0000-00-00
4073,MSO,CERC,OTH,Others,"ORD,PET","Approval under Section 17(3) and 17(4) of the Electricity Act, 2003 to create security interest in favour of Security Trustee/ Lenders by way of mortgage/ hypothecation/ assignment of rights, title, interest, claims, demands, benefits, mortgage properties, project assets, clearance, project documents, agreement, approvals and right of Alipurduar Transmission Limited in accordance with the terms of the Financing Documents. Alipurduar Transmission Limited",08/04/2021,08/04/2021,0000-00-00,0000-00-00
4074,MSO,CERC,"CB,TD,TR","Transmission, Others, Tariff","ORD,PET","Approval under regulation-86 of CERC (Conduct of Business) Regulations,1999 and CERC (Terms and Conditions of Tariff) Regulations, 2014 for determination of Transmission Tariff fromCOD to 31.3.2019 for Asset-1: 1 No. 765kV line bay at 765/400 kV Vindhyachal Pooling Station of POWERGRID (for Sasan UMPPVindhyachal Pooling Station (POWERGRID) 765kV 2nd S/C line), Asset-2: 2 Nos. 400kV line Bays at 765/400 kV Vindhyachal Pooling Station of POWERGRID (for Vindhyachal (IV/V) STPP switchyard (NTPC)–Vindhyachal Pooling Station (POWERGRID) 400kV 2nd D/C (quad) line, Asset-3: 2 Nos. 400kV GIS line bays at Gwalior Substation (for Gwalior Substation-Morena (POWERGRID) 400kV D/C (quad) line, Asset-4: 2 Nos. 765kV GIS line Bay at 765/400 kV Pune (GIS) Substation of POWERGRID (for LILO of one circuit of Aurangabad (POWERGRID)- Padghe (POWERGRID) 765kV D/C line at Pune (GIS) (POWERGRID)), Asset-5: 765kV line bays at 765/400kV Champa Pooling Station and Dharamjaygarh Pooling Station for 765kV S/C Champa Pooling Station-Dharamjaygarh Pooling Station TL and Asset-6: 765kV line bays at 765/400kV Champa Pooling Station and Kotra (Raigarh) Pooling Station for 765kV S/C Champa Pooling Station- Kotra (Raigarh) Pooling Station TL under “POWERGRID works associated with System Strengthening for IPPs in Chhattisgarh and other generation projectsin Western Region”. Power Grid Corporation of India Limited",09/04/2021,12/04/2021,0000-00-00,0000-00-00
4075,MSO,CERC,"OTH,TD","Others, Tariff","ORD,PET","Petition under Section 79 (1) (f) of the Electricity Act, 2003 for adjudication of disputes over an increase in tariff sought by the Petitioner for its power plant selling power to Andhra Pradesh and Telangana licensees, to compensate for the increase in Clean Energy Cess on coal, being a ‘Change in Law’ under the contract between the Petitioner and the Respondents. Meenakshi Energy Private Limited",08/04/2021,13/04/2021,0000-00-00,0000-00-00
4076,MSO,CERC,"CB,OA,TD","Market, Others, Tariff","ORD,PET","Petition under Section 79(1)(f) of the Electricity Act, 2003 read with Regulation 33b of the Central Electricity Regulatory Commission (grant of connectivity, long-term access and medium-term open access) Regulations, 2009 and Regulation 111 of the Central Electricity Regulatory Commission (conduct of business) Regulations, 1999 seeking directions regarding submission of bank guarantees by power generators seeking grant of long term access into the inter-state transmission system. Central Transmission Utility (CTU)",16/04/2021,16/04/2021,0000-00-00,0000-00-00
4077,GNO,CERC,"CB,TR","Transmission, Others",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and revision of transmission tariff of 2004-09 and 2009-14 tariff periods, truing up of transmission tariff of 2014-19 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of 2019-24 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for 400 kV D/C Raipur-Chandrapur (Bhadrawati) Transmission Line including bay extensions at Raipur and Bhadrawati Sub-stations in the Western Region. Power Grid Corporation of India Ltd.",29/06/2021,29/06/2021,0000-00-00,0000-00-00
4078,MSO,CERC,"MK,OTH","Market, Others","ORD,PET","Application under subsection (4) of section 28 of Electricity Act, 2003 and Regulation 10 of the Central Electricity Regulatory Commission (Fee and Charges of Regional Load Despatch Centre and other related matters) Regulations, 2019 for determining the NLDC Charges for the control period 01.04.2019-31.03.2024. National Load Despatch Centre (NLDC)",16/04/2021,16/04/2021,0000-00-00,0000-00-00
4079,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing-up of transmission tariff of 2014-19 period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff for 2019-24 period under the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for Transmission assets under “Transmission system for development of pooling station in Northern part of West Bengal and transfer of power from Bhutan to NR/WR. Power Grid Corporation of India Ltd. 29.06.2021 29.06.2021 Transmission  333  415/TT/2019 Approval under Regulation 86 of Central Electricity Regulatory Commissi",29/06/2021,29/06/2021,0000-00-00,0000-00-00
4080,MSO,CERC,"MK,OTH,RE,SP","Renewables, Market, Others","ORD,PET","Petition under Section 63 of the Electricity Act, 2003 for adoption of tariff for 150 MW grid connected floating solar power projects selected through competitive bidding process as per the Standard Bidding Guidelines dated 3.8.2017. Solar Energy Corporation of India Limited",15/04/2021,16/04/2021,0000-00-00,0000-00-00
4081,GNO,CERC,OTH,Others,ORD,"Application under Section 15 of the Electricity Act, 2003 read with Regulation 15(3) and Regulations 3 and 6 of the Central Electricity Regulatory Commission (Procedure, Terms and Conditions for grant of trading licence and other related matters) Regulations, 2020 seeking down-gradation of trading licence of Atria Energy Services Private Limited from Category ‘IV’ to Category ‘V’ trading licence. Atria Energy Services Private Limited",29/06/2021,29/06/2021,0000-00-00,0000-00-00
4082,GNO,CERC,CB,Others,ORD,"Approval under Regulation86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and revision of transmission tariff of the 2001-04, 2004-09 and 2009-14 tariff periods and truing-up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff ofthe2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for Combined Asset consisting of Asset-a: 220 kV D/C RAPP-B-Chittorgarh Transmission Line, Asset-b: 220 kV S/C RAPP-B-Udaipur Transmission Line along with associated bays at Udaipur end and LILO of 220 kV D/C RAPP–KOTA Line at RAPP-B including PLCC system and Asset-c: 220 kV S/C RAPP-B-Anta Transmission Line with associated bays at Anta end under “Transmission System associated with RAPP-B Project” in the Northern Region. Power Grid Corporation of India Limited Corrigendum Order dated:- 09.02.2022",25/01/2021,0000-00-00,0000-00-00,0000-00-00
4083,GNO,CERC,CB,Others,ORD,"Approval under Regulation 86 of the Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of 400 kV S/C Chamera-1 Kishenpur Transmission System in Northern Region. Power Grid Corporation of India Limited Corrigendum Order dated:- 08.02.2022",25/01/2021,0000-00-00,0000-00-00,0000-00-00
4084,GNO,CERC,PPA,Market,ORD,"Petition under Section 79(1)(b) and 79(1)(f) of the Electricity Act, 2003 seeking compensation of carrying cost in respect of the Change in Law events allowed by the Commission under the Power Purchase Agreement dated 25.3.2011 executed between the Petitioner and the Respondent No.2 and the Power Purchase Supply Agreement dated 5.1.2011 executed between Respondent No.1 and Respondent No.2. Adhunik Power and Natural Resources Limited",28/01/2021,0000-00-00,0000-00-00,0000-00-00
4085,GNO,CERC,CB,Others,ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999, truing-up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of Asset-1: LILO of both circuit of Siliguri-Purnea 400 kV D/C line along with associated 400 kV Bays; LILO of both circuit of Siliguri Dhalkhola 220 kV D/C line along with 220 kV associated bays at Kishanganj (GIS); 400/220 kV 500 MVA ICT-II with associated bays at Kishanganj (GIS); and 400 kV 125 MVAR Bus Reactor I with associated bays at Kishanganj (GIS), Asset-2(a): 400/220 kV 500 MVA ICT-I with associated bays at Kishanganj (GIS), Asset-2(b): 400 kV 125 MVAR Bus Reactor-II with associated bays at Kishanganj (GIS) under “Transfer of Power from Generation Projects in Sikkim to NR / WR Part-A” in Eastern Region. Power Grid Corporation of India Ltd.",27/01/2021,0000-00-00,0000-00-00,0000-00-00
4086,GNO,CERC,CB,Others,ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and revision of transmission tariff of the 2004-09 and 2009-14 tariff periods and truing-up of transmission tariff of the 2014-19 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 tariff period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 for Combined Asset consisting of Asset-1: 315 MVA ICT-IV along with associated bays at Moga Sub-station, Asset-2: ICT-II along with associated bays and 2 nos PSEB feeder bays at Amritsar Sub-station, and 400 kV Bus reactor bay and 2 nos. PSEB line bays at Moga Sub-station under “Augmentation of transformation capacity at Amritsar and Moga Sub-stations” in the Northern Region. Power Grid Corporation of India Ltd. Corrigendum Order dated:-05.02.2022",27/01/2021,0000-00-00,0000-00-00,0000-00-00
4087,GNO,CERC,CB,Others,ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations 1999 and truing up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations 2019 in respect of Combined Asset consisting of Asset-I: 400 kV Transmission Line for Swapping of Kahalgaon #1 bay with Sasaram #1 bay at Biharsharif Sub-station; Asset-II: 400 kV Transmission Line for Swapping of Purnea (1 and 2) Bays with Sasaram bays (3 and 4) at Biharsharif Sub-station; Asset-III: Split Bus arrangement with tie line breaker for 400 kV Biharsharif Sub-station; Asset-IV: Split Bus Arrangement at Durgapur Sub-station and Asset-V: Split Bus Arrangement at Maithon Sub-station assets under Split Bus arrangement for various Sub-stations in the Eastern Region. Power Grid Corporation of India Ltd.",27/01/2021,0000-00-00,0000-00-00,0000-00-00
4088,GNO,CERC,TD,Tariff,ORD,"Petition under Section 79(1)(d) of the Electricity Act, 2003 read with Regulations 54 and 55 of the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 seeking relaxation of Operation and Maintenance norms specified under Regulation 29 (4) of the Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014. North East Transmission Company Ltd.",27/01/2021,0000-00-00,0000-00-00,0000-00-00
4089,GNO,CERC,CB,Others,ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations 1999 and revision of transmission tariff for 2001-04 tariff block, 2004-09 tariff block, 2009-14 tariff block and truing up of transmission tariff of 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff for 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations 2019 for 50 MVA Auto Transformer at Malda in Eastern Region. Power Grid Corporation of India Ltd.",27/01/2021,0000-00-00,0000-00-00,0000-00-00
4090,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations 1999 and truing up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations 2019 for 400 kV D/C Ranchi–Chandwa–Gaya line along with associated bays at Ranchi, Chandwa (GIS) and Gaya Sub-stations and 2X125 MVAR 400 kV Bus Reactor along with associated bays at Chandwa (GIS) under “Transmission System for Phase-I Generation Projects in Jharkhand and West Bengal Part A1” in the Eastern Region. Power Grid Corporation of India Ltd.",30/06/2021,30/06/2021,0000-00-00,0000-00-00
4091,GNO,CERC,CB,Others,ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing-up of transmission tariff of the 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of the 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of 400 kV (Quad) D/C line from NCC Generation Switchyard to Nellore Pooling Station and associated bays under “Transmission System for Connectivity for NCC Power Projects Ltd.” in Southern Region. Power Grid Corporation of India Ltd.",27/01/2021,0000-00-00,0000-00-00,0000-00-00
4092,GNO,CERC,"CB,TD,TR","Transmission, Others, Tariff",ORD,"Approval under Regulation 86 of Central Electricity Regulatory Commission (Conduct of Business) Regulations, 1999 and truing up of transmission tariff of 2014-19 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2014 and determination of transmission tariff of 2019-24 period under Central Electricity Regulatory Commission (Terms and Conditions of Tariff) Regulations, 2019 of 63 MVAR, 400 kV Switchable Line Reactor along with 500 Ohms NGR at Rajgarh (POWERGRID) end of Khargone TPS-Rajgarh (POWERGRID) 400 kV line under “POWERGRID Works associated with Transmission System Strengthening in WR associated with Khargone TPS” in Western Region. Power Grid Corporation of India Ltd.",30/06/2021,30/06/2021,0000-00-00,0000-00-00
4093,GNO,CERC,OTH,Others,ORD,"Petition under Section 79(1) of the Electricity Act, 2003 seeking clarification of order dated 12.2.2019 in Petition No. 205/MP/2018. JSW Hydro Energy Limited",30/06/2021,30/06/2021,0000-00-00,0000-00-00
4094,GNO,CERC,"OTH,RE","Renewables, Others",ORD,"Petition under Section 79(1)(c) and (d) read with Sections 61, 62 and other applicable provisions of the Electricity act, 2003 and Regulation 20 and 21 of the Central Electricity Regulatory Commission (Sharing of Inter-State Transmission Charges and Losses) Regulations, 2010 for the modified application of the provisions of regulation 7 of the sharing regulations dealing with the point of connection transmission charges and losses to the solar power projects set up in the designated solar parks under the Guidelines issued by the Central Government for development of the Solar Parks. 1. Andhra Pradesh Solar Power Corporation Private Limited., 2. Karnataka Solar Power Development Corporation Limited ...",28/01/2021,0000-00-00,0000-00-00,0000-00-00
